MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
M01028,South,Residential,2025-08-25,26.01,17.28,16,Active,7.16
M01029,East,Commercial,2025-10-12,75.31,48.26,10,Faulty,8.14
M01030,North,Industrial,2025-11-26,98.06,57.43,19,Active,10.13
M01031,West,Commercial,2025-02-19,55.21,26.09,29,Active,8.27
M01032,South,Residential,2025-09-18,29.74,11.48,16,Active,6.59
M01033,North,Industrial,2025-04-20,101.61,69.14,20,Active,9.96
M01034,Central,Commercial,2025-07-16,77.77,44.66,16,Active,9.04
M01035,East,Industrial,2025-09-09,92.98,60.34,9,Active,9.72
M01036,North,Residential,2025-03-29,47.67,25.07,18,Active,6.78
M01037,South,Residential,2025-11-09,32.83,11.03,23,Active,6.53
M01038,Central,Residential,2025-01-26,42.05,31.11,15,Active,6.67
M01039,South,Commercial,2025-09-19,52.23,17.83,16,Faulty,8.93
M01040,South,Residential,2025-05-24,26.84,18.94,10,Active,6.46
M01041,Central,Residential,2025-03-01,32.56,11.53,20,Active,6.48
M01042,South,Residential,2025-12-22,25.8,11.27,20,Active,6.1
M01043,Central,Commercial,2025-09-25,51.4,24.16,17,Active,8.72
M01044,North,Commercial,2025-03-16,48.23,34.28,15,Active,8.54
M01045,Central,Residential,2025-01-03,26.72,18.55,23,Active,7.06
M01046,Central,Residential,2025-03-04,31.21,20.65,18,Active,6.57
M01047,East,Commercial,2025-08-24,57.87,25.37,22,Active,9.26
M01048,Central,Industrial,2025-08-17,105.64,26.65,18,Active,9.72
M01049,Central,Commercial,2025-10-02,64.68,38.21,12,Active,8.35
M01050,North,Industrial,2025-01-18,110.16,50.18,18,Active,10.01
M01051,East,Commercial,2025-03-21,57.72,36.28,25,Active,8.22
M01052,West,Commercial,2025-08-03,70.2,45.45,28,Active,9.26
M01053,North,Residential,2025-06-20,23.46,11.02,20,Active,6.83
M01054,North,Commercial,2025-11-25,71.81,44.81,19,Active,8.01
M01055,West,Commercial,2025-09-12,87.88,58.88,26,Active,8.75
M01056,Central,Commercial,2025-05-06,65.33,46.66,16,Active,9.02
M01057,South,Residential,2025-09-12,21.59,11.69,14,Active,6.07
M01058,East,Residential,2025-03-13,26.15,16.72,11,Active,6.75
M01059,South,Residential,2025-02-07,25.71,12.79,11,Active,6.49
M01060,West,Residential,2025-11-20,30.68,8.31,18,Faulty,6.76
M01061,North,Residential,2025-07-23,43.17,14.14,22,Active,6.33
M01062,North,Commercial,2025-06-21,51.12,16.06,16,Active,8.87
M01063,East,Residential,2025-08-11,53.54,17.98,26,Active,6.87
M01064,North,Residential,2025-08-05,40.36,10.3,15,Faulty,6.7
M01065,North,Residential,2025-09-02,37.04,25.16,15,Faulty,7.2
M01066,East,Commercial,2025-12-02,50.5,26.77,18,Active,9.18
M01067,East,Residential,2025-07-10,63.52,28.05,14,Active,6.06
M01068,West,Residential,2025-10-25,63.88,29.06,20,Faulty,6.38
M01069,North,Commercial,2025-11-16,53.44,25.74,12,Active,8.47
M01070,North,Residential,2025-07-01,25.49,7.31,23,Active,6.07
M01071,West,Industrial,2025-11-30,101.12,39.17,13,Active,10.18
M01072,Central,Industrial,2025-07-24,107.54,72.68,15,Active,9.53
M01073,Central,Residential,2025-12-27,21.39,13.3,23,Faulty,6.88
M01074,Central,Residential,2025-07-18,23.83,12.67,19,Active,6.0
M01075,West,Commercial,2025-11-28,64.05,31.41,12,Active,8.04
M01076,North,Residential,2025-06-14,45.47,17.26,13,Active,7.08
M01077,West,Residential,2025-08-30,38.58,18.74,17,Active,6.33
M01078,West,Residential,2025-05-10,43.79,24.04,19,Active,6.11
M01079,Central,Industrial,2025-08-15,117.32,71.13,19,Active,10.02
M01080,South,Residential,2025-05-02,46.5,15.5,14,Active,6.07
M01081,North,Commercial,2025-02-13,64.57,42.39,16,Active,8.98
M01082,Central,Commercial,2025-07-15,54.85,23.2,14,Faulty,8.64
M01083,South,Residential,2025-12-24,20.04,10.05,22,Active,6.72
M01084,South,Residential,2025-07-23,50.42,27.93,18,Active,6.98
M01085,East,Industrial,2025-11-14,106.79,52.76,17,Active,10.52
M01086,North,Residential,2025-09-14,34.64,18.57,20,Active,6.18
M01087,South,Commercial,2025-01-17,73.21,22.38,18,Active,8.36
M01088,Central,Residential,2025-09-29,22.34,10.41,13,Active,6.23
M01089,East,Residential,2025-01-09,35.52,13.86,21,Active,6.07
M01090,North,Residential,2025-09-06,27.54,8.07,28,Active,6.7
M01091,West,Residential,2025-07-20,33.85,11.71,13,Faulty,6.32
M01092,Central,Residential,2025-02-28,58.58,32.29,19,Active,6.2
M01093,South,Commercial,2025-05-20,56.08,19.54,21,Active,8.66
M01094,South,Residential,2025-04-29,36.23,12.34,13,Active,6.82
M01095,Central,Residential,2025-02-10,34.11,17.96,14,Active,7.0
M01096,South,Residential,2025-11-18,44.01,30.91,14,Faulty,6.02
M01097,East,Commercial,2025-11-27,66.53,42.87,14,Active,8.68
M01098,North,Residential,2025-09-24,24.8,17.42,14,Active,6.35
M01099,East,Commercial,2025-01-08,82.06,44.43,17,Active,9.29
M01100,South,Residential,2025-07-02,34.08,15.51,18,Active,6.2
M01101,West,Residential,2025-05-14,24.8,15.25,26,Active,6.57
M01102,North,Residential,2025-06-30,23.11,8.8,20,Active,7.26
M01103,North,Commercial,2025-12-21,68.5,19.8,21,Active,8.28
M01104,Central,Residential,2025-03-13,49.71,20.99,13,Faulty,7.05
M01105,Central,Residential,2025-04-23,45.26,18.09,18,Active,6.32
M01106,West,Residential,2025-04-17,30.95,18.19,23,Active,6.1
M01107,North,Commercial,2025-10-17,58.62,30.82,21,Active,8.06
M01108,West,Residential,2025-11-09,40.27,12.85,19,Active,7.23
M01109,Central,Residential,2025-04-27,24.7,17.4,20,Active,6.28
M01110,Central,Residential,2025-04-30,49.77,27.21,19,Active,6.38
M01111,North,Residential,2025-05-27,42.22,20.22,15,Active,7.26
M01112,East,Commercial,2025-11-23,53.89,38.73,21,Active,8.85
M01113,South,Commercial,2025-07-29,60.57,18.09,16,Active,8.63
M01114,Central,Residential,2025-10-23,32.38,20.88,16,Active,6.57
M01115,Central,Residential,2025-04-13,28.2,12.19,21,Active,6.06
M01116,East,Residential,2025-05-04,48.25,28.84,25,Active,7.09
M01117,East,Residential,2025-09-02,20.47,14.64,19,Active,6.99
M01118,West,Residential,2025-12-22,43.76,22.27,20,Active,6.12
M01119,West,Commercial,2025-07-28,74.71,19.52,22,Active,8.46
M01120,South,Industrial,2025-11-10,105.58,27.92,26,Active,10.65
M01121,South,Industrial,2025-04-19,91.14,37.85,16,Active,9.81
M01122,North,Industrial,2025-12-14,95.25,61.04,28,Active,10.29
M01123,West,Commercial,2025-02-19,53.89,21.24,23,Active,8.63
M01124,Central,Commercial,2025-04-15,62.05,25.89,20,Active,9.06
M01125,West,Residential,2025-01-27,46.43,29.82,12,Active,6.05
M01126,Central,Commercial,2025-10-15,51.17,15.77,12,Active,9.06
M01127,East,Residential,2025-09-14,34.67,23.35,14,Active,6.18
M01128,West,Residential,2025-09-30,21.27,8.14,22,Active,6.02
M01129,East,Commercial,2025-05-17,78.75,21.7,25,Active,8.77
M01130,South,Residential,2025-12-06,23.68,7.31,21,Active,6.34
M01131,South,Residential,2025-10-28,32.54,23.63,14,Active,6.92
M01132,North,Industrial,2025-11-18,106.44,50.63,17,Active,10.11
M01133,West,Residential,2025-02-01,34.5,13.05,22,Active,6.79
M01134,East,Residential,2025-02-14,23.62,12.06,18,Active,6.9
M01135,Central,Industrial,2025-09-22,101.54,60.03,17,Active,10.71
M01136,South,Commercial,2025-01-30,50.96,20.86,18,Active,9.07
M01137,South,Residential,2025-03-25,33.78,20.69,18,Active,6.64
M01138,Central,Residential,2025-06-15,26.16,9.84,14,Active,6.57
M01139,East,Residential,2025-11-12,31.93,9.78,13,Active,6.85
M01140,East,Industrial,2025-01-01,108.59,56.99,19,Active,10.45
M01141,West,Commercial,2025-09-06,58.09,18.91,14,Active,8.22
M01142,West,Residential,2025-09-18,29.64,21.35,22,Active,6.04
M01143,North,Residential,2025-03-04,26.49,6.63,24,Active,6.59
M01144,South,Residential,2025-06-13,31.38,19.7,19,Active,6.13
M01145,West,Industrial,2025-11-17,96.63,37.66,20,Active,9.85
M01146,East,Residential,2025-11-30,38.43,25.87,21,Active,6.76
M01147,Central,Commercial,2025-07-20,61.54,17.24,21,Active,8.2
M01148,East,Residential,2025-08-10,32.79,23.82,16,Active,6.04
M01149,South,Commercial,2025-06-01,87.33,26.26,26,Active,8.72
M01150,East,Industrial,2025-05-12,126.01,81.14,18,Active,10.11
M01151,North,Commercial,2025-04-24,49.88,25.37,26,Active,8.4
M01152,South,Residential,2025-08-05,38.43,17.88,11,Active,6.61
M01153,Central,Commercial,2025-07-15,57.94,22.6,17,Active,8.89
M01154,North,Commercial,2025-10-08,62.71,42.06,18,Active,8.14
M01155,South,Residential,2025-07-21,27.83,9.74,12,Active,6.33
M01156,Central,Industrial,2025-05-15,103.22,63.03,25,Active,10.53
M01157,North,Commercial,2025-08-22,54.54,25.79,15,Active,8.87
M01158,North,Industrial,2025-05-21,94.92,71.12,18,Active,9.85
M01159,South,Commercial,2025-07-15,82.56,45.88,21,Active,8.52
M01160,West,Residential,2025-02-12,20.21,6.11,15,Active,6.16
M01161,North,Residential,2025-02-26,22.03,10.13,22,Active,6.33
M01162,North,Residential,2025-05-22,23.52,6.66,15,Active,7.09
M01163,Central,Industrial,2025-07-29,121.12,47.58,22,Active,10.07
M01164,East,Commercial,2025-03-13,59.18,24.95,15,Faulty,8.83
M01165,South,Commercial,2025-08-12,51.03,34.53,11,Active,8.21
M01166,South,Residential,2025-01-27,29.91,20.01,19,Faulty,6.24
M01167,West,Residential,2025-05-08,54.07,13.83,13,Active,7.22
M01168,West,Commercial,2025-04-16,59.07,30.49,18,Active,9.09
M01169,South,Residential,2025-06-14,30.62,11.08,36,Faulty,7.03
M01170,West,Residential,2025-08-03,28.93,11.86,15,Active,6.43
M01171,Central,Commercial,2025-03-12,50.14,13.08,18,Active,8.73
M01172,South,Residential,2025-07-23,35.46,22.16,19,Active,6.64
M01173,West,Residential,2025-06-02,25.18,18.26,17,Active,7.24
M01174,South,Residential,2025-03-08,26.65,9.58,18,Active,6.31
M01175,East,Residential,2025-03-31,42.94,18.07,17,Active,7.23
M01176,North,Industrial,2025-09-17,117.73,41.58,14,Active,10.42
M01177,South,Residential,2025-12-28,20.38,14.57,22,Active,6.54
M01178,North,Residential,2025-08-16,41.07,10.46,18,Active,6.35
M01179,West,Residential,2025-03-20,34.67,18.79,30,Active,6.98
M01180,North,Commercial,2025-04-06,72.92,49.98,20,Active,9.07
M01181,South,Residential,2025-12-15,32.41,11.12,19,Active,6.46
M01182,East,Commercial,2025-11-26,57.32,31.24,10,Active,8.22
M01183,West,Residential,2025-09-03,35.07,9.66,17,Active,6.64
M01184,South,Residential,2025-09-29,22.77,14.97,15,Active,6.61
M01185,West,Residential,2025-06-06,41.53,16.08,19,Faulty,6.94
M01186,Central,Commercial,2025-04-26,56.25,41.87,13,Active,9.27
M01187,North,Industrial,2025-01-18,98.71,70.18,18,Active,10.19
M01188,Central,Residential,2025-06-21,24.8,15.28,12,Active,6.95
M01189,South,Residential,2025-01-16,38.21,19.04,20,Active,6.46
M01190,East,Industrial,2025-08-28,119.55,75.71,15,Active,10.28
M01191,West,Residential,2025-02-25,38.91,12.27,19,Active,6.15
M01192,North,Commercial,2025-03-20,59.54,24.12,20,Faulty,9.06
M01193,West,Residential,2025-04-13,33.25,8.76,20,Active,6.45
M01194,South,Industrial,2025-10-11,101.83,58.3,14,Active,9.6
M01195,West,Commercial,2025-07-12,74.21,48.44,24,Active,9.29
M01196,North,Industrial,2025-01-05,102.89,74.4,10,Active,10.67
M01197,South,Commercial,2025-04-16,72.37,42.93,18,Active,8.26
M01198,West,Residential,2025-10-05,27.22,16.77,18,Faulty,6.47
M01199,East,Industrial,2025-04-10,131.73,91.91,19,Active,10.72
M01200,South,Residential,2025-08-26,31.49,22.62,23,Active,7.04
M01201,South,Residential,2025-09-26,38.4,19.03,18,Active,7.18
M01202,East,Commercial,2025-11-17,47.84,14.59,20,Active,8.73
M01203,Central,Commercial,2025-03-27,70.27,33.96,24,Active,8.32
M01204,North,Industrial,2025-11-16,95.63,50.5,24,Active,9.8
M01205,Central,Residential,2025-02-01,54.36,30.76,8,Active,6.68
M01206,West,Commercial,2025-12-02,59.9,44.6,9,Active,9.2
M01207,East,Commercial,2025-02-20,50.91,36.08,13,Active,8.82
M01208,Central,Residential,2025-03-20,31.04,13.91,22,Active,6.04
M01209,South,Residential,2025-07-05,38.19,11.71,22,Active,6.73
M01210,West,Residential,2025-06-23,43.77,15.64,22,Active,6.79
M01211,West,Residential,2025-04-16,41.37,13.94,17,Active,6.76
M01212,Central,Industrial,2025-03-04,114.46,48.99,15,Active,10.4
M01213,Central,Commercial,2025-03-17,53.54,36.85,20,Active,8.38
M01214,East,Commercial,2025-11-12,50.97,23.9,19,Active,8.19
M01215,North,Industrial,2025-11-17,100.28,53.51,22,Active,10.48
M01216,Central,Residential,2025-03-22,22.41,7.61,16,Active,6.26
M01217,Central,Commercial,2025-12-27,48.34,24.0,27,Active,8.15
M01218,South,Residential,2025-05-08,27.14,18.64,21,Active,6.47
M01219,West,Industrial,2025-07-02,128.13,81.58,27,Active,10.58
M01220,North,Residential,2025-08-31,51.51,14.97,23,Active,6.11
M01221,South,Industrial,2025-07-04,94.6,64.43,20,Active,9.75
M01222,East,Residential,2025-08-08,28.49,11.02,16,Active,6.62
M01223,East,Residential,2025-03-12,40.66,23.7,22,Active,6.37
M01224,Central,Commercial,2025-12-08,58.87,19.03,23,Active,8.94
M01225,Central,Residential,2025-06-03,36.54,21.46,16,Active,6.88
M01226,East,Commercial,2025-09-02,46.88,12.56,14,Active,9.1
M01227,Central,Residential,2025-05-20,41.09,22.61,27,Active,6.26
M01228,North,Commercial,2025-03-12,66.4,38.05,15,Active,8.84
M01229,Central,Residential,2025-02-15,19.97,7.43,19,Active,7.01
M01230,West,Residential,2025-02-16,24.65,17.71,18,Active,6.08
M01231,Central,Residential,2025-03-20,24.36,6.65,16,Active,6.05
M01232,South,Residential,2025-05-29,22.54,15.68,19,Active,6.73
M01233,North,Residential,2025-05-10,20.88,9.21,32,Active,6.76
M01234,South,Residential,2025-05-07,23.08,14.01,11,Active,6.51
M01235,South,Residential,2025-12-31,27.59,15.89,21,Active,6.05
M01236,West,Residential,2025-04-29,33.34,11.14,20,Active,6.52
M01237,North,Commercial,2025-12-23,56.16,23.0,13,Active,8.83
M01238,North,Industrial,2025-09-19,122.0,62.81,19,Active,10.41
M01239,North,Residential,2025-09-01,22.25,14.98,17,Active,6.64
M01240,North,Commercial,2025-04-13,47.01,34.2,18,Active,8.68
M01241,North,Commercial,2025-02-06,56.08,14.6,21,Active,8.87
M01242,West,Residential,2025-05-22,20.21,8.62,15,Active,6.58
M01243,Central,Commercial,2025-02-06,52.03,30.39,18,Active,8.34
M01244,South,Residential,2025-01-08,33.71,17.32,11,Active,6.29
M01245,North,Residential,2025-08-19,35.92,25.92,16,Active,6.98
M01246,Central,Residential,2025-11-29,25.4,6.57,18,Active,6.63
M01247,Central,Commercial,2025-10-23,64.76,30.36,22,Faulty,8.81
M01248,South,Commercial,2025-04-17,48.91,28.58,19,Active,8.61
M01249,West,Residential,2025-12-14,34.81,12.49,23,Active,7.06
M01250,East,Residential,2025-01-18,20.79,12.74,21,Active,6.65
M01251,East,Industrial,2025-11-09,156.83,45.58,23,Active,10.78
M01252,Central,Residential,2025-03-24,45.17,21.48,21,Active,6.32
M01253,South,Residential,2025-10-15,24.81,14.59,12,Active,6.18
M01254,East,Industrial,2025-07-13,103.99,39.87,22,Active,9.99
M01255,Central,Commercial,2025-08-03,50.42,14.47,19,Active,9.19
M01256,West,Commercial,2025-10-08,65.25,47.54,25,Active,9.11
M01257,East,Commercial,2025-08-08,74.16,52.42,12,Active,8.32
M01258,Central,Industrial,2025-10-16,120.5,85.94,16,Active,10.28
M01259,Central,Residential,2025-12-10,47.22,34.91,19,Active,6.77
M01260,North,Residential,2025-07-13,44.52,15.24,18,Active,6.38
M01261,West,Residential,2025-06-07,35.01,11.51,15,Active,6.31
M01262,North,Industrial,2025-04-14,103.93,27.76,16,Active,10.01
M01263,South,Commercial,2025-02-03,56.47,39.3,18,Active,9.03
M01264,North,Residential,2025-04-12,25.45,15.94,22,Active,6.25
M01265,North,Industrial,2025-05-07,100.7,57.06,17,Active,10.08
M01266,East,Residential,2025-08-02,27.86,19.89,17,Faulty,6.63
M01267,Central,Residential,2025-11-21,22.26,11.97,14,Active,7.22
M01268,West,Residential,2025-10-23,29.41,9.26,16,Active,6.39
M01269,North,Residential,2025-06-28,30.26,10.24,18,Active,6.03
M01270,West,Industrial,2025-03-21,95.24,30.1,19,Active,10.4
M01271,North,Residential,2025-05-21,41.8,16.88,20,Active,6.98
M01272,South,Commercial,2025-01-31,61.41,27.0,20,Active,8.91
M01273,North,Commercial,2025-03-04,49.7,32.23,14,Active,8.91
M01274,East,Residential,2025-02-17,33.79,11.68,14,Active,6.63
M01275,Central,Industrial,2025-03-28,99.13,60.74,11,Faulty,9.52
M01276,South,Residential,2025-10-31,29.24,14.49,17,Active,6.95
M01277,North,Residential,2025-03-02,31.62,23.71,17,Active,7.22
M01278,West,Residential,2025-11-30,49.47,31.58,19,Active,6.2
M01279,South,Industrial,2025-10-01,99.32,72.95,15,Active,9.59
M01280,South,Residential,2025-10-11,35.54,14.97,17,Active,6.34
M01281,North,Residential,2025-03-21,25.98,8.09,23,Faulty,7.1
M01282,South,Residential,2025-06-29,41.13,20.69,17,Active,6.14
M01283,West,Residential,2025-09-29,35.91,11.21,18,Active,6.93
M01284,South,Commercial,2025-03-18,56.97,28.27,12,Active,8.08
M01285,West,Residential,2025-08-09,46.58,17.93,14,Active,6.04
M01286,North,Residential,2025-10-09,64.88,32.15,23,Active,7.16
M01287,Central,Residential,2025-01-28,30.0,21.74,22,Active,7.0
M01288,South,Residential,2025-12-27,35.81,14.13,18,Active,6.78
M01289,Central,Industrial,2025-03-18,103.93,77.61,15,Active,9.72
M01290,West,Residential,2025-06-13,87.94,32.07,24,Active,6.36
M01291,South,Industrial,2025-01-09,102.16,36.17,19,Active,9.56
M01292,East,Residential,2025-06-24,26.73,13.96,20,Active,6.84
M01293,Central,Residential,2025-11-03,27.44,18.41,12,Active,6.89
M01294,South,Industrial,2025-03-17,118.82,74.23,19,Active,9.92
M01295,Central,Residential,2025-09-02,42.85,26.21,17,Active,6.44
M01296,South,Commercial,2025-05-02,68.62,26.85,23,Active,8.82
M01297,North,Industrial,2025-07-04,115.2,30.1,21,Active,10.73
M01298,Central,Residential,2025-02-01,43.18,14.29,17,Active,6.51
M01299,East,Residential,2025-09-07,35.36,15.02,16,Active,6.64
M01300,East,Commercial,2025-02-26,62.46,45.96,12,Active,8.91
M01301,West,Residential,2025-11-06,27.23,19.33,24,Active,6.45
M01302,South,Residential,2025-05-24,29.6,10.37,17,Active,7.13
M01303,Central,Residential,2025-11-14,43.63,26.74,15,Faulty,7.1
M01304,West,Residential,2025-03-25,25.19,13.59,14,Active,6.88
M01305,Central,Commercial,2025-02-25,59.67,16.4,20,Active,8.7
M01306,South,Residential,2025-10-06,27.81,12.12,16,Active,7.28
M01307,East,Residential,2025-09-30,24.4,12.03,18,Active,6.91
M01308,North,Commercial,2025-06-15,90.2,52.66,19,Active,8.84
M01309,East,Residential,2025-06-07,37.21,14.79,16,Faulty,7.14
M01310,West,Residential,2025-09-06,26.21,18.79,20,Active,6.72
M01311,North,Commercial,2025-07-05,99.74,47.47,16,Active,8.32
M01312,West,Residential,2025-03-19,23.44,8.77,16,Active,6.18
M01313,South,Commercial,2025-01-22,92.18,37.63,21,Active,8.61
M01314,North,Industrial,2025-04-18,106.65,66.76,19,Active,10.17
M01315,West,Residential,2025-09-30,26.34,15.02,22,Active,7.08
M01316,South,Residential,2025-09-09,23.14,14.37,23,Active,6.18
M01317,East,Residential,2025-01-15,41.58,16.47,19,Active,6.89
M01318,South,Residential,2025-10-31,52.76,21.81,21,Active,6.4
M01319,Central,Industrial,2025-06-09,94.4,42.33,16,Active,10.72
M01320,South,Industrial,2025-07-24,92.53,31.86,23,Active,10.11
M01321,South,Residential,2025-04-23,35.75,21.29,17,Active,6.81
M01322,Central,Commercial,2025-06-17,56.79,23.55,12,Active,8.85
M01323,West,Industrial,2025-12-19,106.6,44.04,15,Active,9.62
M01324,West,Industrial,2025-09-10,99.75,38.37,21,Active,10.61
M01325,South,Residential,2025-07-05,30.66,14.61,22,Faulty,6.21
M01326,Central,Residential,2025-12-13,55.05,35.01,18,Active,6.52
M01327,Central,Residential,2025-08-15,34.72,23.19,12,Active,6.87
M01328,East,Industrial,2025-01-16,118.81,77.49,20,Active,9.57
M01329,West,Residential,2025-06-05,23.96,13.43,17,Active,6.75
M01330,North,Commercial,2025-12-20,50.6,19.74,9,Active,8.53
M01331,West,Residential,2025-04-21,55.5,34.27,15,Active,6.08
M01332,West,Residential,2025-01-01,25.72,6.94,17,Active,6.94
M01333,East,Residential,2025-02-10,43.48,28.22,17,Active,6.65
M01334,North,Industrial,2025-02-17,127.16,81.4,15,Active,9.89
M01335,East,Residential,2025-04-18,29.1,17.02,12,Faulty,6.11
M01336,North,Commercial,2025-06-10,70.62,21.11,20,Active,8.71
M01337,South,Residential,2025-06-10,41.2,30.85,18,Active,6.4
M01338,North,Residential,2025-12-25,22.43,14.09,24,Active,7.23
M01339,East,Residential,2025-05-08,32.69,20.18,20,Active,6.77
M01340,West,Residential,2025-07-29,31.36,8.84,20,Active,6.37
M01341,North,Residential,2025-05-31,31.06,13.96,17,Active,6.69
M01342,North,Residential,2025-09-12,30.09,8.82,19,Faulty,6.7
M01343,Central,Residential,2025-08-06,34.67,14.93,21,Active,6.94
M01344,West,Residential,2025-01-30,36.6,19.59,31,Active,7.17
M01345,South,Industrial,2025-02-14,106.15,73.18,16,Active,10.75
M01346,East,Industrial,2025-03-21,104.93,41.08,19,Active,10.43
M01347,South,Residential,2025-02-08,26.92,15.12,21,Active,6.71
M01348,West,Commercial,2025-08-28,86.51,28.75,17,Active,8.29
M01349,North,Industrial,2025-02-14,90.22,38.52,11,Active,10.02
M01350,North,Residential,2025-03-19,36.05,26.09,20,Active,6.64
M01351,West,Commercial,2025-12-03,53.95,33.66,10,Active,8.17
M01352,North,Industrial,2025-12-15,106.76,55.83,9,Faulty,9.83
M01353,North,Residential,2025-10-15,23.09,8.68,29,Active,7.28
M01354,North,Residential,2025-10-07,65.02,28.6,21,Active,6.98
M01355,East,Industrial,2025-04-26,136.59,44.85,17,Active,10.13
M01356,East,Residential,2025-09-26,44.13,18.83,18,Active,6.29
M01357,Central,Residential,2025-12-01,33.45,10.88,21,Active,6.75
M01358,South,Residential,2025-11-08,27.31,17.69,24,Active,6.3
M01359,West,Residential,2025-02-22,29.26,8.5,16,Active,6.25
M01360,West,Commercial,2025-03-09,99.73,34.38,19,Active,8.12
M01361,West,Commercial,2025-07-01,71.16,42.38,13,Active,8.45
M01362,Central,Industrial,2025-02-03,91.42,64.11,20,Active,10.2
M01363,East,Residential,2025-10-11,64.71,47.39,20,Active,6.21
M01364,Central,Residential,2025-11-02,20.8,13.89,17,Faulty,6.26
M01365,West,Residential,2025-09-06,35.75,12.72,20,Faulty,6.51
M01366,South,Residential,2025-04-21,31.99,12.57,15,Active,6.64
M01367,North,Residential,2025-04-04,50.72,34.76,14,Active,6.99
M01368,East,Industrial,2025-06-28,104.6,72.66,18,Active,10.24
M01369,East,Industrial,2025-02-16,148.32,84.59,14,Active,10.3
M01370,Central,Residential,2025-10-09,32.56,13.25,12,Faulty,6.91
M01371,East,Commercial,2025-12-06,51.4,18.61,19,Active,8.59
M01372,West,Residential,2025-12-28,42.33,28.62,8,Active,6.45
M01373,West,Residential,2025-04-02,22.56,7.96,25,Active,7.04
M01374,Central,Commercial,2025-07-31,50.86,29.54,12,Active,9.08
M01375,West,Residential,2025-03-16,40.59,29.79,14,Faulty,6.2
M01376,South,Industrial,2025-07-21,135.93,81.92,13,Active,10.74
M01377,Central,Commercial,2025-10-24,81.14,30.74,13,Active,9.21
M01378,South,Residential,2025-11-04,28.45,11.13,18,Active,7.13
M01379,North,Commercial,2025-07-30,58.89,17.46,25,Active,8.55
M01380,South,Residential,2025-12-04,27.51,16.32,19,Active,7.09
M01381,North,Residential,2025-05-14,27.47,13.99,17,Active,6.82
M01382,North,Residential,2025-11-26,27.96,9.88,20,Active,6.27
M01383,South,Residential,2025-03-07,49.23,17.91,21,Active,7.01
M01384,Central,Commercial,2025-10-07,84.56,21.52,16,Active,8.53
M01385,West,Residential,2025-01-28,42.02,31.06,20,Active,6.38
M01386,West,Commercial,2025-04-27,50.48,33.52,23,Active,9.14
M01387,North,Commercial,2025-11-13,60.55,27.07,20,Active,9.12
M01388,North,Residential,2025-11-21,31.27,22.61,24,Active,7.12
M01389,Central,Commercial,2025-04-24,68.04,40.05,15,Active,9.12
M01390,East,Residential,2025-03-16,38.96,24.38,18,Faulty,6.72
M01391,South,Residential,2025-07-21,41.64,24.57,17,Active,6.8
M01392,North,Residential,2025-02-28,28.85,18.13,19,Active,7.23
M01393,West,Residential,2025-01-15,23.53,7.89,23,Active,6.17
M01394,Central,Residential,2025-08-19,36.58,19.43,13,Active,7.05
M01395,South,Commercial,2025-04-15,50.66,34.18,16,Active,8.68
M01396,Central,Residential,2025-06-14,36.77,9.55,21,Active,7.27
M01397,South,Residential,2025-07-18,55.26,17.23,26,Active,6.83
M01398,South,Industrial,2025-12-20,107.89,40.22,27,Active,9.71
M01399,North,Commercial,2025-02-04,68.71,27.3,19,Active,9.06
M01400,Central,Industrial,2025-06-11,93.21,31.82,20,Active,10.37
M01401,Central,Residential,2025-09-02,30.12,16.93,15,Active,6.19
M01402,West,Commercial,2025-10-14,60.24,23.92,20,Active,8.01
M01403,West,Industrial,2025-01-19,114.11,37.55,16,Active,10.21
M01404,North,Commercial,2025-10-07,59.22,41.63,16,Active,8.31
M01405,North,Commercial,2025-12-06,58.9,35.19,20,Active,9.13
M01406,East,Residential,2025-12-14,24.59,9.17,25,Active,6.33
M01407,West,Residential,2025-07-01,37.33,16.07,31,Active,6.86
M01408,South,Residential,2025-05-27,81.32,50.45,16,Faulty,6.45
M01409,Central,Residential,2025-06-25,49.18,31.74,21,Active,6.46
M01410,North,Industrial,2025-06-12,119.13,40.29,16,Active,9.74
M01411,Central,Residential,2025-06-24,49.26,35.38,12,Active,6.65
M01412,Central,Industrial,2025-02-16,106.29,68.31,21,Active,10.25
M01413,East,Industrial,2025-09-13,99.39,67.43,20,Active,10.26
M01414,West,Residential,2025-06-23,34.02,10.95,15,Active,7.11
M01415,North,Residential,2025-04-13,22.86,7.35,23,Active,6.85
M01416,Central,Industrial,2025-05-01,93.61,37.7,18,Active,10.46
M01417,North,Industrial,2025-12-16,99.93,28.21,15,Active,9.92
M01418,South,Residential,2025-05-25,33.83,10.0,20,Active,6.55
M01419,East,Residential,2025-02-11,24.07,7.74,15,Active,6.02
M01420,South,Residential,2025-01-29,28.09,17.03,14,Active,6.1
M01421,North,Commercial,2025-09-30,73.51,19.49,13,Faulty,8.5
M01422,North,Residential,2025-01-14,57.58,16.79,19,Active,6.27
M01423,West,Commercial,2025-11-02,49.1,35.45,16,Active,9.06
M01424,Central,Residential,2025-11-09,29.13,8.5,15,Active,6.88
M01425,Central,Residential,2025-07-08,56.99,29.56,13,Faulty,7.26
M01426,South,Residential,2025-12-26,48.51,27.71,19,Faulty,7.15
M01427,East,Residential,2025-10-22,46.5,33.91,22,Active,7.27
